,"nose_x","nose_y","leftEye_x","leftEye_y","rightEye_x","rightEye_y","leftEar_x","leftEar_y","rightEar_x","rightEar_y","leftShoulder_x","leftShoulder_y","rightShoulder_x","rightShoulder_y","leftElbow_x","leftElbow_y","rightElbow_x","rightElbow_y","leftWrist_x","leftWrist_y","rightWrist_x","rightWrist_y","leftHip_x","leftHip_y","rightHip_x","rightHip_y","leftKnee_x","leftKnee_y","rightKnee_x","rightKnee_y","leftAnkle_x","leftAnkle_y","rightAnkle_x","rightAnkle_y",estado
61,436.61664704497224,84.48111830240094,446.3981360201706,70.62832502817832,425.10316469882713,73.69502149574487,465.39618790103304,79.88948922978301,407.80234363570753,85.92744949726745,483.17262583669526,132.67645106867593,392.74906971853534,138.39648278677976,505.5131456991114,206.42412706664567,370.5748392554573,208.90723455555246,496.0870139422584,249.3924496795417,368.55457099402463,271.5896610527187,457.5473683650392,268.34627950794504,411.27652652903754,269.25959384487766,462.33424015267815,370.0775489658697,412.5259447468858,371.97881346825034,459.98210973776736,455.0381656194012,404.3729874503288,456.79855843369603,braco_esquerdo
62,435.98794207220413,87.17361917384403,446.6550774555726,73.36470847556564,424.2370200234281,75.58074832797519,456.96633316663457,79.72564577059063,407.0087084046598,86.31887263732199,478.01611130130897,133.97310834264943,394.1327001148625,136.95379533285296,500.93197059631353,202.09739099495147,370.7406925025617,207.65262578526364,499.88087542789924,252.9874277226192,367.7665223054849,270.1671303626629,461.8046267542858,266.4315639896616,410.0303117996988,264.88033415649653,452.416514786301,370.08729933208065,412.2035550848519,369.32985806743466,458.8096408472915,454.34930572435553,405.5495095086005,456.0521325693984,braco_esquerdo
63,436.63239338054734,86.30117164418857,445.80228083421287,74.64927654229251,425.6080461067912,75.77249565013187,461.52301695560203,84.60626697169204,409.68735594693794,83.71974282505914,477.7648899859028,132.9189936017712,399.1467389949101,129.35451830407527,492.0591689603338,200.93801269828117,371.9327291118032,207.9064656936705,494.04367041680604,258.17933806927755,373.41247103000893,277.16377374077587,458.3089054790453,267.64678399943193,410.74011885795153,269.2130345815815,447.88864579553274,368.0515657714369,406.47806274473436,372.0182970766891,457.2997568034013,453.850544773651,411.40223242986065,454.9092032733131,braco_esquerdo
64,434.84672082908423,87.6996979064051,441.07067534895725,76.64516923399754,425.9811756518101,77.06777757986049,456.32859155825605,85.58829625571286,410.50880849222267,83.4173087702651,474.74881864521757,132.48245229401016,399.1038155685603,131.5012018991352,481.9030785189529,201.20827236249755,370.57832669492825,207.68357308087184,489.54638988034736,253.25188743650682,375.755870101053,269.27931114671765,458.44502489112233,266.68039434707583,410.2217560037101,264.9938023043978,451.76338568364605,370.4665345143716,410.03699383568676,367.9089476960179,457.0015011946979,451.2774338207356,410.61536854992585,451.99929437006494,braco_esquerdo
65,434.19985168917174,86.96669499883393,440.84153067740954,74.96000070052389,424.1066290181899,76.2806034681862,452.9884999123065,83.72452869303959,408.5287759535972,84.6826124339716,479.1866002908477,129.44824958775297,389.6230577327862,137.90526066494363,507.04720963949364,187.86830697356498,368.5962736485997,210.92719332624506,508.70491890962955,160.28538309089873,371.00363366172473,268.53286117524027,454.8436746485967,264.767340248197,408.75782735802323,266.77203956930555,458.4292817171446,369.86183159824475,402.7025148117125,368.6573847314263,458.413581224731,453.72948879212265,403.662876878731,454.8663853652747,braco_esquerdo
66,435.1972004931261,86.81961669996093,441.5583296081899,74.14992832488127,422.88111642826397,76.64224080445706,454.08808133759857,82.3985660298789,408.5552954321242,86.24070056217653,481.4781076694741,131.1927138794257,388.21872835864355,139.0738668738636,506.59908325106255,194.46668215577245,369.01537104061146,214.74372188404845,502.2514806368936,202.39324537047156,370.21668081246463,275.1348739727926,469.8365897204626,270.5001477341708,411.0961328981452,266.77334214741154,452.95664207666306,369.99902279182174,411.3381104933149,369.9379944782777,459.87119457972193,452.4557223227238,404.65462886498597,453.6644918835117,braco_esquerdo
67,434.9749813005618,85.95146420029818,441.16831654055113,72.44175798512617,422.1226543628752,75.86657688311567,451.2463048571279,79.19781669869963,408.2882795667834,87.03882842305109,479.25674507033506,137.7967637336672,388.3633050436176,140.23421657131803,506.6671540226918,207.9109520003026,366.7269428601989,212.64259700552503,498.58829271190365,222.44088196661687,365.23972707407023,274.7055195685955,459.8933637003027,272.14779838235467,406.90462071608016,273.0254688708235,446.9389620235458,368.70834335742757,401.4217327578059,372.0798897353592,458.1285537393177,457.37970705440546,404.92482845885286,459.0680277004317,braco_esquerdo
68,435.6989665421067,85.99016689419284,441.15205486460883,72.7290191390635,423.14155814712615,75.75489661851282,451.5519301492417,79.08598862942091,409.57764851907814,86.94299013234297,476.6422786951529,137.10542672710199,389.0837903969019,139.73123093616175,501.1482728594472,205.15178173525328,367.2062900224085,208.9437462624873,497.76899795680663,239.86130418248678,366.95618593646395,271.8496708183437,456.97062345423126,271.33196873794736,403.96550023416603,272.130033366875,462.95376147555936,370.91661635076025,401.2821988205966,373.14681976407417,459.1996713037157,455.0656896954845,406.60196732547035,456.7375945376979,braco_esquerdo
69,434.32181030674207,86.58216888338677,440.8591170626392,72.87704156994357,422.0800818738307,75.58455765757583,450.965660926433,78.32439771886004,408.4729215941077,86.9937242849328,475.9196940906317,138.65236469187164,389.0964478518713,139.2100518890856,499.03951904653115,211.92586921068482,365.8330928973187,210.21213959719887,489.0340245762688,253.71245312969046,367.5079897962192,272.7571140690073,461.9612222515656,276.37145531502216,404.8966981464787,277.49501271377744,459.8708531272087,380.59885488131636,397.76747002211994,382.39768046813253,455.7101151432973,462.79663697847604,403.9174265657418,464.7941017744606,braco_esquerdo
70,436.73616807098983,86.37447327862458,442.33703419577756,73.19003496466911,424.1932149066188,76.19536443257613,452.19783184036675,79.17512551935732,409.5769166092929,88.26178881352052,473.05169670498327,137.80578772288817,389.4831459846942,142.10579999782698,492.75381457852023,205.98067193829132,367.4462694880564,213.92088297832805,499.78837499358775,258.95039791448573,370.5680832183315,284.5939487835777,454.6507192010546,276.25491725609925,402.9689710743233,278.136958456225,462.0553177117374,379.22122993914536,397.6601812162288,380.6570504036396,458.68559241387635,464.2676910741784,397.6503170325135,466.87700952908415,braco_esquerdo
